Source,Target,combined_score,from_ALS,from_FTD
ADRM1,PSMD1,0.999,YES,NO
ADRM1,PSMD2,0.999,YES,NO
ADRM1,PSMC5,0.998,YES,NO
ADRM1,PSMA8,0.869,YES,NO
ADRM1,UBQLN2,0.982,YES,NO
ADRM1,UBQLN3,0.591,YES,NO
ADRM1,PSMD12,0.999,YES,NO
ADRM1,VCP,0.562,YES,NO
ADRM1,PSMB5,0.961,YES,NO
ADRM1,PRKN,0.953,YES,NO
ADRM1,UBQLN4,0.637,YES,NO
ADRM1,PSMD4,0.999,YES,NO
ADRM1,PSMA7,0.937,YES,NO
ADRM1,PSMB2,0.987,YES,NO
ADRM1,UBQLN1,0.924,YES,NO
ADRM1,PSMD14,0.999,YES,NO
ADRM1,PSMC2,0.999,YES,NO
ADRM1,PSMA1,0.983,YES,NO
ADRM1,PSMD9,0.885,YES,NO
ADRM1,PSMB3,0.965,YES,NO
ADRM1,PSMC3,0.998,YES,NO
ADRM1,PSMC6,0.999,YES,NO
ALS2,SETX,0.909,YES,NO
ALS2,PFN1,0.58,YES,NO
ALS2,FIG4,0.854,YES,NO
ALS2,TARDBP,0.828,YES,NO
ALS2,TUBA4A,0.543,YES,NO
ALS2,FUS,0.822,YES,NO
ALS2,SPG11,0.798,YES,NO
ALS2,CHMP2B,0.789,YES,NO
ALS2,ANG,0.447,YES,NO
ALS2,HNRNPA1,0.463,YES,NO
ALS2,MT-ND4,0.469,YES,NO
ALS2,RANBP2,0.489,YES,NO
ALS2,SQSTM1,0.511,YES,NO
ALS2,TBK1,0.518,YES,NO
ALS2,KIF5A,0.542,YES,NO
ALS2,SIGMAR1,0.613,YES,NO
ALS2,MATR3-2,0.614,YES,NO
ALS2,VCP,0.683,YES,NO
ALS2,UBQLN2,0.733,YES,NO
ALS2,NEFH,0.736,YES,NO
ALS2,ATXN2,0.741,YES,NO
ALS2,OPTN,0.772,YES,NO
ALS2,DCTN1,0.794,YES,NO
ALS2,C9orf72,0.819,YES,NO
ALS2,VAPB,0.879,YES,NO
ALS2,SOD1,0.891,YES,NO
ALS2,RAB5A,0.991,YES,NO
ALYREF,NUP107,0.647,YES,NO
ALYREF,NUP155,0.649,YES,NO
ALYREF,TARDBP,0.809,YES,NO
ALYREF,NUP85,0.589,YES,NO
ALYREF,FUS,0.453,YES,NO
ALYREF,NUP210,0.543,YES,NO
ALYREF,NXT1,0.91,YES,NO
ALYREF,NUP133,0.617,YES,NO
ALYREF,NUP54,0.6,YES,NO
ALYREF,RANBP2,0.734,YES,NO
ALYREF,NUP205,0.578,YES,NO
ALYREF,NUP35,0.563,YES,NO
ALYREF,GLE1,0.842,YES,NO
ALYREF,NUP93,0.688,YES,NO
ALYREF,NUP98,0.74,YES,NO
ALYREF,SRSF7,0.958,YES,NO
ALYREF,HNRNPA1,0.957,YES,NO
ALYREF,NUP43,0.597,YES,NO
ALYREF,NUP50,0.672,YES,NO
ALYREF,HNRNPA2B1,0.877,YES,NO
ALYREF,HNRNPA1L2,0.523,YES,NO
ALYREF,NUP214,0.816,YES,NO
ALYREF,MATR3-2,0.857,YES,NO
ALYREF,TPR,0.84,YES,NO
ALYREF,NDC1,0.522,YES,NO
ALYREF,NUP188,0.509,YES,NO
ALYREF,SRSF3,0.95,YES,NO
ALYREF,NCBP1,0.998,YES,NO
ALYREF,NUP160,0.592,YES,NO
ALYREF,NUP58,0.507,YES,NO
ALYREF,SEC13,0.543,YES,NO
ALYREF,SQSTM1,0.414,YES,NO
ALYREF,HNRNPA3,0.871,YES,NO
ALYREF,NXF3,0.965,YES,NO
ALYREF,POM121,0.563,YES,NO
ALYREF,RAE1,0.942,YES,NO
ALYREF,SEH1L,0.573,YES,NO
ALYREF,POM121C,0.57,YES,NO
ALYREF,NUP37,0.622,YES,NO
ALYREF,NUP88,0.625,YES,NO
ALYREF,NUP62,0.677,YES,NO
ALYREF,C9orf72,0.68,YES,NO
ALYREF,NUP153,0.708,YES,NO
ALYREF,NXF5,0.957,YES,NO
ALYREF,NXF2B,0.964,YES,NO
ALYREF,NXF1,0.999,YES,NO
ANG,SETX,0.674,YES,NO
ANG,TARDBP,0.543,YES,NO
ANG,FUS,0.529,YES,NO
ANG,ALS2,0.447,YES,NO
ANG,TP53,0.692,YES,NO
ANG,SOD1,0.631,YES,NO
ANG,UBQLN2,0.402,YES,NO
ANG,ATXN2,0.418,YES,NO
ANG,OPTN,0.474,YES,NO
ANG,C9orf72,0.505,YES,NO
ANXA11,TARDBP,0.419,YES,NO
ANXA11,TUBA4A,0.493,YES,NO
ANXA11,FUS,0.409,YES,NO
ANXA11,UBQLN2,0.457,YES,NO
ANXA11,VCP,0.429,YES,NO
ANXA11,MATR3-2,0.41,YES,NO
ANXA11,ANXA7,0.92,YES,NO
ANXA11,C9orf72,0.416,YES,NO
ANXA7,TP53,0.409,YES,NO
ANXA7,CYCS,0.456,YES,NO
ANXA7,NDUFV1,0.428,YES,NO
ANXA7,BCL2,0.483,YES,NO
ANXA7,ANXA11,0.92,YES,NO
APAF1,TNFRSF1A,0.599,YES,NO
APAF1,TRAF2,0.441,YES,NO
APAF1,TP53,0.974,YES,NO
APAF1,BAX,0.922,YES,NO
APAF1,CYCS,0.999,YES,NO
APAF1,CASP3,0.999,YES,NO
APAF1,CYC1,0.68,YES,NO
APAF1,BID,0.61,YES,NO
APAF1,HSPA5,0.475,YES,NO
APAF1,CASP9,0.999,YES,NO
APAF1,HNRNPA1,0.423,YES,NO
APAF1,HNRNPA2B1,0.466,YES,NO
APAF1,MAP3K5,0.458,YES,NO
APAF1,MTOR,0.505,YES,NO
APAF1,GPX6,0.444,YES,NO
APAF1,GPX7,0.444,YES,NO
APAF1,BECN1,0.482,YES,NO
APAF1,PSMA7,0.646,YES,NO
APAF1,BCL2L1,0.996,YES,NO
APAF1,GPX3,0.442,YES,NO
APAF1,GPX2,0.444,YES,NO
APAF1,SQSTM1,0.47,YES,NO
APAF1,BAD,0.434,YES,NO
APAF1,VDAC1,0.464,YES,NO
APAF1,BCL2,0.993,YES,NO
APAF1,GPX5,0.444,YES,NO
APAF1,TNF,0.694,YES,NO
APAF1,NDUFA5,0.46,YES,NO
APAF1,GPX8,0.444,YES,NO
APAF1,CASP1,0.817,YES,NO
APAF1,ACTB,0.572,YES,NO
ATF4,XBP1,0.917,YES,NO
ATF4,TRAF2,0.403,YES,NO
ATF4,EIF2S1,0.989,YES,NO
ATF4,TP53,0.45,YES,NO
ATF4,BAX,0.417,YES,NO
ATF4,EIF2AK3,0.992,YES,NO
ATF4,CYCS,0.453,YES,NO
ATF4,CASP3,0.602,YES,NO
ATF4,HSPA5,0.975,YES,NO
ATF4,ULK1,0.406,YES,NO
ATF4,CASP9,0.435,YES,NO
ATF4,TNF,0.405,YES,NO
ATF4,PINK1,0.434,YES,NO
ATF4,SQSTM1,0.453,YES,NO
ATF4,BECN1,0.472,YES,NO
ATF4,MAP3K5,0.513,YES,NO
ATF4,ACTB,0.548,YES,NO
ATF4,MTOR,0.572,YES,NO
ATF4,BCL2,0.597,YES,NO
ATF4,ERN1,0.835,YES,NO
ATF4,ATF6,0.942,YES,NO
ATF4,DDIT3,0.996,YES,NO
ATF6,XBP1,0.998,YES,NO
ATF6,MAPK14,0.513,YES,NO
ATF6,TRAF2,0.572,YES,NO
ATF6,EIF2S1,0.923,YES,NO
ATF6,DERL1,0.511,YES,NO
ATF6,PIK3C3,0.431,YES,NO
ATF6,WIPI1,0.422,YES,NO
ATF6,TP53,0.51,YES,NO
ATF6,SOD1,0.423,YES,NO
ATF6,SIGMAR1,0.473,YES,NO
ATF6,BAX,0.447,YES,NO
ATF6,EIF2AK3,0.978,YES,NO
ATF6,CYCS,0.614,YES,NO
ATF6,CASP3,0.737,YES,NO
ATF6,HSPA5,0.999,YES,NO
ATF6,CASP9,0.627,YES,NO
ATF6,ATF4,0.942,YES,NO
ATF6,VCP,0.593,YES,NO
ATF6,MAP3K5,0.712,YES,NO
ATF6,MTOR,0.523,YES,NO
ATF6,BECN1,0.645,YES,NO
ATF6,PINK1,0.409,YES,NO
ATF6,CASP1,0.467,YES,NO
ATF6,SQSTM1,0.471,YES,NO
ATF6,BCL2L1,0.504,YES,NO
ATF6,TNF,0.523,YES,NO
ATF6,ITPR3,0.537,YES,NO
ATF6,ACTB,0.627,YES,NO
ATF6,BCL2,0.716,YES,NO
ATF6,ERN1,0.976,YES,NO
ATF6,VAPB,0.989,YES,NO
ATF6,DDIT3,0.989,YES,NO
ATG101,RB1CC1,0.999,YES,NO
ATG101,GABARAPL2,0.822,YES,NO
ATG101,ATG14,0.994,YES,NO
ATG101,PIK3C3,0.989,YES,NO
ATG101,WIPI1,0.897,YES,NO
ATG101,NRBF2,0.962,YES,NO
ATG101,WIPI2,0.849,YES,NO
ATG101,WDR41,0.785,YES,NO
ATG101,RAB8A,0.475,YES,NO
ATG101,GABARAP,0.837,YES,NO
ATG101,ULK1,0.999,YES,NO
ATG101,BCL2,0.407,YES,NO
ATG101,PSMD4,0.408,YES,NO
ATG101,PINK1,0.479,YES,NO
ATG101,OPTN,0.505,YES,NO
ATG101,ATG2B,0.633,YES,NO
ATG101,SQSTM1,0.715,YES,NO
ATG101,ATG2A,0.72,YES,NO
ATG101,GABARAPL1,0.826,YES,NO
ATG101,SMCR8,0.895,YES,NO
ATG101,BECN2,0.947,YES,NO
ATG101,MTOR,0.977,YES,NO
ATG101,C9orf72,0.979,YES,NO
ATG101,PIK3R4,0.985,YES,NO
ATG101,BECN1,0.988,YES,NO
ATG101,ULK2,0.999,YES,NO
ATG14,RB1CC1,0.999,YES,NO
ATG14,GABARAPL2,0.994,YES,NO
ATG14,CASP3,0.405,YES,NO
ATG14,PRKN,0.442,YES,NO
ATG14,PINK1,0.551,YES,NO
ATG14,OPTN,0.644,YES,NO
ATG14,MTOR,0.683,YES,NO
ATG14,BCL2L1,0.691,YES,NO
ATG14,RAB5A,0.712,YES,NO
ATG14,ATG2B,0.733,YES,NO
ATG14,ATG2A,0.736,YES,NO
ATG14,SQSTM1,0.822,YES,NO
ATG14,WIPI1,0.889,YES,NO
ATG14,BCL2,0.929,YES,NO
ATG14,WIPI2,0.935,YES,NO
ATG14,ULK2,0.985,YES,NO
ATG14,GABARAP,0.993,YES,NO
ATG14,GABARAPL1,0.993,YES,NO
ATG14,ATG101,0.994,YES,NO
ATG14,BECN2,0.999,YES,NO
ATG14,PIK3R4,0.999,YES,NO
ATG14,NRBF2,0.999,YES,NO
ATG14,ULK1,0.999,YES,NO
ATG14,PIK3C3,0.999,YES,NO
ATG14,BECN1,0.999,YES,NO
ATG2A,RB1CC1,0.758,YES,NO
ATG2A,GABARAPL2,0.708,YES,NO
ATG2A,ATG14,0.736,YES,NO
ATG2A,PIK3C3,0.668,YES,NO
ATG2A,WIPI1,0.998,YES,NO
ATG2A,WIPI2,0.995,YES,NO
ATG2A,GABARAP,0.892,YES,NO
ATG2A,ULK1,0.991,YES,NO
ATG2A,ATG101,0.72,YES,NO
ATG2A,PIK3R4,0.685,YES,NO
ATG2A,ATG2B,0.959,YES,NO
ATG2A,BECN1,0.639,YES,NO
ATG2A,SQSTM1,0.545,YES,NO
ATG2A,TOMM40,0.67,YES,NO
ATG2A,GABARAPL1,0.847,YES,NO
ATG2A,ULK2,0.989,YES,NO
ATG2B,RB1CC1,0.718,YES,NO
ATG2B,GABARAPL2,0.6,YES,NO
ATG2B,ATG14,0.733,YES,NO
ATG2B,PIK3C3,0.622,YES,NO
ATG2B,WIPI1,0.996,YES,NO
ATG2B,WIPI2,0.993,YES,NO
ATG2B,GABARAP,0.733,YES,NO
ATG2B,ULK1,0.988,YES,NO
ATG2B,ATG101,0.633,YES,NO
ATG2B,PIK3R4,0.653,YES,NO
ATG2B,SQSTM1,0.574,YES,NO
ATG2B,BECN1,0.677,YES,NO
ATG2B,GABARAPL1,0.775,YES,NO
ATG2B,ATG2A,0.959,YES,NO
ATG2B,ULK2,0.99,YES,NO
ATP5F1A,NDUFB4,0.499,YES,NO
ATP5F1A,UQCRC1,0.97,YES,NO
ATP5F1A,ATP5F1D,0.999,YES,NO
ATP5F1A,PSMD7,0.465,YES,NO
ATP5F1A,COX6A1,0.505,YES,NO
ATP5F1A,NDUFS7,0.68,YES,NO
ATP5F1A,ATP5F1E,0.999,YES,NO
ATP5F1A,NDUFA2,0.574,YES,NO
ATP5F1A,NDUFA10,0.759,YES,NO
ATP5F1A,COX5B,0.922,YES,NO
ATP5F1A,NDUFB5,0.829,YES,NO
ATP5F1A,PSMD11,0.541,YES,NO
ATP5F1A,ATP5F1B,0.999,YES,NO
ATP5F1A,NDUFS3,0.932,YES,NO
ATP5F1A,SDHA,0.972,YES,NO
ATP5F1A,NDUFA9,0.947,YES,NO
ATP5F1A,UQCRC2,0.986,YES,NO
ATP5F1A,NDUFB10,0.646,YES,NO
ATP5F1A,SOD1,0.53,YES,NO
ATP5F1A,PSMA5,0.444,YES,NO
ATP5F1A,NDUFS6,0.451,YES,NO
ATP5F1A,NDUFB9,0.814,YES,NO
ATP5F1A,NDUFC2,0.457,YES,NO
ATP5F1A,ATP5MC3,0.998,YES,NO
ATP5F1A,COX6A2,0.475,YES,NO
ATP5F1A,ATP5PO,0.999,YES,NO
ATP5F1A,NDUFS4,0.692,YES,NO
ATP5F1A,NDUFB8,0.943,YES,NO
ATP5F1A,ATP5PD,0.999,YES,NO
ATP5F1A,UQCRFS1,0.95,YES,NO
ATP5F1A,CYCS,0.635,YES,NO
ATP5F1A,UQCRH,0.591,YES,NO
ATP5F1A,NDUFS8,0.801,YES,NO
ATP5F1A,CYC1,0.991,YES,NO
ATP5F1A,COX5A,0.979,YES,NO
ATP5F1A,COX8A,0.468,YES,NO
ATP5F1A,HSPA5,0.63,YES,NO
ATP5F1A,NDUFV2,0.897,YES,NO
ATP5F1A,NDUFA12,0.708,YES,NO
ATP5F1A,UQCR10,0.56,YES,NO
ATP5F1A,NDUFA4,0.725,YES,NO
ATP5F1A,NDUFV3,0.599,YES,NO
ATP5F1A,ATP5F1C,0.999,YES,NO
ATP5F1A,VCP,0.457,YES,NO
ATP5F1A,MT-CO1,0.928,YES,NO
ATP5F1A,MT-CYB,0.785,YES,NO
ATP5F1A,MTOR,0.433,YES,NO
ATP5F1A,MT-ATP6,0.999,YES,NO
ATP5F1A,MT-ND1,0.673,YES,NO
ATP5F1A,MT-ND4L,0.459,YES,NO
ATP5F1A,MT-ND5,0.574,YES,NO
ATP5F1A,MT-CO2,0.719,YES,NO
ATP5F1A,MT-ND4,0.654,YES,NO
ATP5F1A,MT-CO3,0.488,YES,NO
ATP5F1A,MT-ND2,0.567,YES,NO
ATP5F1A,MT-ND3,0.567,YES,NO
ATP5F1A,MT-ATP8,0.994,YES,NO
ATP5F1A,SDHC,0.774,YES,NO
ATP5F1A,NDUFS2,0.98,YES,NO
ATP5F1A,ATP5PB,0.999,YES,NO
ATP5F1A,COX7A2,0.68,YES,NO
ATP5F1A,NDUFA1,0.488,YES,NO
ATP5F1A,NDUFS5,0.411,YES,NO
ATP5F1A,NDUFA8,0.649,YES,NO
ATP5F1A,SDHB,0.949,YES,NO
ATP5F1A,SDHD,0.761,YES,NO
ATP5F1A,COX4I2,0.876,YES,NO
ATP5F1A,UQCRQ,0.647,YES,NO
ATP5F1A,NDUFB6,0.586,YES,NO
ATP5F1A,ATP5MC1,0.998,YES,NO
ATP5F1A,VDAC1,0.889,YES,NO
ATP5F1A,NDUFB3,0.419,YES,NO
ATP5F1A,TUBA1C,0.446,YES,NO
ATP5F1A,NDUFB2,0.471,YES,NO
ATP5F1A,PSMD14,0.475,YES,NO
ATP5F1A,COX7B,0.488,YES,NO
ATP5F1A,ACTG1,0.511,YES,NO
ATP5F1A,UQCR11,0.549,YES,NO
ATP5F1A,TOMM40,0.563,YES,NO
ATP5F1A,COX6B1,0.577,YES,NO
ATP5F1A,NDUFA13,0.585,YES,NO
ATP5F1A,COX7C,0.639,YES,NO
ATP5F1A,ACTB,0.642,YES,NO
ATP5F1A,COX6C,0.656,YES,NO
ATP5F1A,NDUFA6,0.7,YES,NO
ATP5F1A,NDUFA5,0.724,YES,NO
ATP5F1A,NDUFAB1,0.767,YES,NO
ATP5F1A,UQCRB,0.777,YES,NO
ATP5F1A,COX4I1,0.922,YES,NO
ATP5F1A,NDUFV1,0.958,YES,NO
ATP5F1A,NDUFS1,0.961,YES,NO
ATP5F1A,ATP5MC2,0.997,YES,NO
ATP5F1A,ATP5PF,0.999,YES,NO
ATP5F1B,NDUFB4,0.613,YES,NO
ATP5F1B,UQCRC1,0.969,YES,NO
ATP5F1B,ATP5F1D,0.999,YES,NO
ATP5F1B,PSMA3,0.441,YES,NO
ATP5F1B,COX6A1,0.564,YES,NO
ATP5F1B,NDUFS7,0.603,YES,NO
ATP5F1B,ATP5F1E,0.999,YES,NO
ATP5F1B,NDUFA2,0.571,YES,NO
ATP5F1B,NDUFA10,0.938,YES,NO
ATP5F1B,FUS,0.688,YES,NO
ATP5F1B,COX5B,0.886,YES,NO
ATP5F1B,NDUFB5,0.729,YES,NO
ATP5F1B,COX6B2,0.406,YES,NO
ATP5F1B,SDHC,0.408,YES,NO
ATP5F1B,PSMA1,0.411,YES,NO
ATP5F1B,NDUFA1,0.413,YES,NO
ATP5F1B,PSMB6,0.415,YES,NO
ATP5F1B,NDUFV3,0.418,YES,NO
ATP5F1B,COX7B,0.434,YES,NO
ATP5F1B,TUBA1A,0.439,YES,NO
ATP5F1B,TUBB4B,0.441,YES,NO
ATP5F1B,NDUFA7,0.446,YES,NO
ATP5F1B,COX6A2,0.46,YES,NO
ATP5F1B,NDUFA6,0.461,YES,NO
ATP5F1B,MT-ND5,0.469,YES,NO
ATP5F1B,NDUFA3,0.47,YES,NO
ATP5F1B,SDHD,0.473,YES,NO
ATP5F1B,TUBA1C,0.482,YES,NO
ATP5F1B,ACTG1,0.484,YES,NO
ATP5F1B,TUBA1B,0.491,YES,NO
ATP5F1B,NDUFB6,0.494,YES,NO
ATP5F1B,UQCR10,0.494,YES,NO
ATP5F1B,COX6C,0.513,YES,NO
ATP5F1B,MT-ND2,0.514,YES,NO
ATP5F1B,NDUFS4,0.515,YES,NO
ATP5F1B,NDUFS5,0.518,YES,NO
ATP5F1B,NDUFC2,0.52,YES,NO
ATP5F1B,TUBB,0.528,YES,NO
ATP5F1B,NDUFA8,0.543,YES,NO
ATP5F1B,HSPA5,0.55,YES,NO
ATP5F1B,MT-ND4,0.553,YES,NO
ATP5F1B,UQCR11,0.555,YES,NO
ATP5F1B,MT-CO1,0.571,YES,NO
ATP5F1B,COX8A,0.572,YES,NO
ATP5F1B,UQCRH,0.581,YES,NO
ATP5F1B,NDUFA4,0.581,YES,NO
ATP5F1B,NDUFA5,0.583,YES,NO
ATP5F1B,NDUFB3,0.585,YES,NO
ATP5F1B,NDUFB10,0.595,YES,NO
ATP5F1B,MT-ND1,0.599,YES,NO
ATP5F1B,MT-CYB,0.599,YES,NO
ATP5F1B,VCP,0.601,YES,NO
ATP5F1B,CYCS,0.606,YES,NO
ATP5F1B,NDUFV2,0.632,YES,NO
ATP5F1B,NDUFB9,0.637,YES,NO
ATP5F1B,COX7C,0.637,YES,NO
ATP5F1B,ACTB,0.638,YES,NO
ATP5F1B,MT-CO2,0.648,YES,NO
ATP5F1B,COX7A2,0.651,YES,NO
ATP5F1B,NDUFS6,0.654,YES,NO
ATP5F1B,COX6B1,0.663,YES,NO
ATP5F1B,UQCRQ,0.669,YES,NO
ATP5F1B,NDUFA13,0.669,YES,NO
ATP5F1B,NDUFAB1,0.677,YES,NO
ATP5F1B,UQCRB,0.677,YES,NO
ATP5F1B,TOMM40,0.727,YES,NO
ATP5F1B,NDUFS8,0.737,YES,NO
ATP5F1B,NDUFA12,0.737,YES,NO
ATP5F1B,NDUFS3,0.864,YES,NO
ATP5F1B,COX4I2,0.866,YES,NO
ATP5F1B,SDHB,0.879,YES,NO
ATP5F1B,NDUFB8,0.885,YES,NO
ATP5F1B,VDAC1,0.888,YES,NO
ATP5F1B,NDUFV1,0.891,YES,NO
ATP5F1B,UQCRFS1,0.914,YES,NO
ATP5F1B,SDHA,0.917,YES,NO
ATP5F1B,UQCRC2,0.942,YES,NO
ATP5F1B,NDUFA9,0.95,YES,NO
ATP5F1B,COX4I1,0.952,YES,NO
ATP5F1B,COX5A,0.952,YES,NO
ATP5F1B,NDUFS2,0.97,YES,NO
ATP5F1B,CYC1,0.976,YES,NO
ATP5F1B,NDUFS1,0.977,YES,NO
ATP5F1B,ATP5MC2,0.99,YES,NO
ATP5F1B,ATP5MC3,0.995,YES,NO
ATP5F1B,ATP5MC1,0.995,YES,NO
ATP5F1B,MT-ATP8,0.995,YES,NO
ATP5F1B,ATP5F1A,0.999,YES,NO
ATP5F1B,ATP5PD,0.999,YES,NO
ATP5F1B,MT-ATP6,0.999,YES,NO
ATP5F1B,ATP5PF,0.999,YES,NO
ATP5F1B,ATP5PO,0.999,YES,NO
ATP5F1B,ATP5PB,0.999,YES,NO
ATP5F1B,ATP5F1C,0.999,YES,NO
ATP5F1C,NDUFB4,0.757,YES,NO
ATP5F1C,UQCRC1,0.955,YES,NO
ATP5F1C,ATP5F1D,0.999,YES,NO
ATP5F1C,NDUFB7,0.757,YES,NO
ATP5F1C,PSMA2,0.433,YES,NO
ATP5F1C,COX6A1,0.779,YES,NO
ATP5F1C,NDUFS7,0.722,YES,NO
ATP5F1C,ATP5F1E,0.999,YES,NO
ATP5F1C,NDUFA2,0.753,YES,NO
ATP5F1C,NDUFA10,0.919,YES,NO
ATP5F1C,COX5B,0.944,YES,NO
ATP5F1C,NDUFB5,0.919,YES,NO
ATP5F1C,PSMA6,0.562,YES,NO
ATP5F1C,ATP5F1B,0.999,YES,NO
ATP5F1C,NDUFS3,0.981,YES,NO
ATP5F1C,SDHA,0.75,YES,NO
ATP5F1C,NDUFA9,0.934,YES,NO
ATP5F1C,UQCRC2,0.98,YES,NO
ATP5F1C,NDUFB10,0.75,YES,NO
ATP5F1C,SOD1,0.428,YES,NO
ATP5F1C,NDUFS6,0.771,YES,NO
ATP5F1C,NDUFB9,0.974,YES,NO
ATP5F1C,NDUFC2,0.665,YES,NO
ATP5F1C,ATP5MC3,0.999,YES,NO
ATP5F1C,COX6A2,0.738,YES,NO
ATP5F1C,ATP5PO,0.999,YES,NO
ATP5F1C,NDUFS4,0.923,YES,NO
ATP5F1C,NDUFB8,0.913,YES,NO
ATP5F1C,NDUFA7,0.69,YES,NO
ATP5F1C,ATP5PD,0.999,YES,NO
ATP5F1C,UQCRFS1,0.97,YES,NO
ATP5F1C,CYCS,0.668,YES,NO
ATP5F1C,UQCRH,0.684,YES,NO
ATP5F1C,NDUFS8,0.93,YES,NO
ATP5F1C,CYC1,0.97,YES,NO
ATP5F1C,COX5A,0.988,YES,NO
ATP5F1C,NDUFV2,0.971,YES,NO
ATP5F1C,NDUFA12,0.969,YES,NO
ATP5F1C,UQCR10,0.738,YES,NO
ATP5F1C,NDUFA4,0.802,YES,NO
ATP5F1C,NDUFV3,0.508,YES,NO
ATP5F1C,NDUFB1,0.425,YES,NO
ATP5F1C,COX7A2L,0.458,YES,NO
ATP5F1C,MT-ND3,0.462,YES,NO
ATP5F1C,UQCR11,0.467,YES,NO
ATP5F1C,NDUFA3,0.471,YES,NO
ATP5F1C,NDUFA11,0.477,YES,NO
ATP5F1C,MT-ND5,0.48,YES,NO
ATP5F1C,NDUFA1,0.498,YES,NO
ATP5F1C,MT-CO3,0.498,YES,NO
ATP5F1C,MT-CYB,0.519,YES,NO
ATP5F1C,MT-ND2,0.523,YES,NO
ATP5F1C,COX6B2,0.538,YES,NO
ATP5F1C,MT-ND4,0.547,YES,NO
ATP5F1C,COX7B,0.591,YES,NO
ATP5F1C,ACTG1,0.591,YES,NO
ATP5F1C,MT-ND1,0.661,YES,NO
ATP5F1C,NDUFS5,0.67,YES,NO
ATP5F1C,MT-CO1,0.691,YES,NO
ATP5F1C,MT-CO2,0.699,YES,NO
ATP5F1C,COX6B1,0.718,YES,NO
ATP5F1C,COX7A2,0.721,YES,NO
ATP5F1C,VDAC1,0.751,YES,NO
ATP5F1C,NDUFB3,0.759,YES,NO
ATP5F1C,NDUFA6,0.799,YES,NO
ATP5F1C,SDHD,0.799,YES,NO
ATP5F1C,COX6C,0.823,YES,NO
ATP5F1C,SDHC,0.83,YES,NO
ATP5F1C,COX4I2,0.863,YES,NO
ATP5F1C,NDUFA8,0.869,YES,NO
ATP5F1C,NDUFA5,0.873,YES,NO
ATP5F1C,COX7C,0.882,YES,NO
ATP5F1C,NDUFA13,0.883,YES,NO
ATP5F1C,NDUFAB1,0.889,YES,NO
ATP5F1C,COX4I1,0.907,YES,NO
ATP5F1C,UQCRQ,0.911,YES,NO
ATP5F1C,NDUFB6,0.917,YES,NO
ATP5F1C,NDUFV1,0.949,YES,NO
ATP5F1C,NDUFS2,0.95,YES,NO
ATP5F1C,NDUFS1,0.959,YES,NO
ATP5F1C,UQCRB,0.963,YES,NO
ATP5F1C,SDHB,0.968,YES,NO
ATP5F1C,MT-ATP8,0.993,YES,NO
ATP5F1C,ATP5MC2,0.998,YES,NO
ATP5F1C,ATP5PB,0.999,YES,NO
ATP5F1C,ATP5F1A,0.999,YES,NO
ATP5F1C,MT-ATP6,0.999,YES,NO
ATP5F1C,ATP5PF,0.999,YES,NO
ATP5F1C,ATP5MC1,0.999,YES,NO
ATP5F1D,NDUFB4,0.656,YES,NO
ATP5F1D,UQCRC1,0.968,YES,NO
ATP5F1D,UQCRHL,0.428,YES,NO
ATP5F1D,NDUFA1,0.458,YES,NO
ATP5F1D,MT-CO2,0.483,YES,NO
ATP5F1D,MT-CO1,0.493,YES,NO
ATP5F1D,NDUFS5,0.503,YES,NO
ATP5F1D,MT-CO3,0.51,YES,NO
ATP5F1D,NDUFA4,0.513,YES,NO
ATP5F1D,COX7A2,0.524,YES,NO
ATP5F1D,MT-ND3,0.531,YES,NO
ATP5F1D,MT-ND2,0.538,YES,NO
ATP5F1D,NDUFV3,0.538,YES,NO
ATP5F1D,MT-ND5,0.54,YES,NO
ATP5F1D,VDAC1,0.561,YES,NO
ATP5F1D,CYCS,0.57,YES,NO
ATP5F1D,NDUFA6,0.59,YES,NO
ATP5F1D,MT-ND4,0.593,YES,NO
ATP5F1D,NDUFA2,0.619,YES,NO
ATP5F1D,COX8A,0.621,YES,NO
ATP5F1D,NDUFS1,0.639,YES,NO
ATP5F1D,MT-CYB,0.639,YES,NO
ATP5F1D,SDHD,0.648,YES,NO
ATP5F1D,COX6B2,0.666,YES,NO
ATP5F1D,UQCRH,0.676,YES,NO
ATP5F1D,MT-ND1,0.713,YES,NO
ATP5F1D,NDUFA5,0.72,YES,NO
ATP5F1D,NDUFS4,0.734,YES,NO
ATP5F1D,SDHC,0.75,YES,NO
ATP5F1D,NDUFA12,0.752,YES,NO
ATP5F1D,NDUFA3,0.755,YES,NO
ATP5F1D,NDUFC2,0.755,YES,NO
ATP5F1D,NDUFA9,0.761,YES,NO
ATP5F1D,NDUFA11,0.772,YES,NO
ATP5F1D,COX6A2,0.799,YES,NO
ATP5F1D,COX6A1,0.808,YES,NO
ATP5F1D,COX6C,0.812,YES,NO
ATP5F1D,COX6B1,0.814,YES,NO
ATP5F1D,UQCRC2,0.824,YES,NO
ATP5F1D,NDUFA8,0.855,YES,NO
ATP5F1D,SDHA,0.863,YES,NO
ATP5F1D,NDUFA10,0.867,YES,NO
ATP5F1D,UQCR10,0.879,YES,NO
ATP5F1D,COX4I2,0.881,YES,NO
ATP5F1D,NDUFB6,0.887,YES,NO
ATP5F1D,COX7C,0.9,YES,NO
ATP5F1D,NDUFB5,0.901,YES,NO
