Species A,Gene A,Species B,Gene B,Score
Homo sapiens,COX15,Homo sapiens,NDUFA5,1.0
Homo sapiens,CRYZ,Homo sapiens,NDUFA5,0.99
Homo sapiens,CS,Homo sapiens,NDUFA5,1.0
Homo sapiens,DDX28,Homo sapiens,NDUFA5,0.97
Homo sapiens,DHX30,Homo sapiens,NDUFA5,0.99
Homo sapiens,DIABLO,Homo sapiens,NDUFA5,0.87
Homo sapiens,FASTKD2,Homo sapiens,NDUFA5,1.0
Homo sapiens,FASTKD3,Homo sapiens,NDUFA5,0.99
Homo sapiens,FASTKD5,Homo sapiens,NDUFA5,1.0
Homo sapiens,GFM1,Homo sapiens,NDUFA5,1.0
Homo sapiens,GFM2,Homo sapiens,NDUFA5,1.0
Homo sapiens,GRSF1,Homo sapiens,NDUFA5,1.0
Homo sapiens,HINT2,Homo sapiens,NDUFA5,1.0
Homo sapiens,ICT1,Homo sapiens,NDUFA5,1.0
Homo sapiens,LONP1,Homo sapiens,NDUFA5,1.0
Homo sapiens,LRPPRC,Homo sapiens,NDUFA5,1.0
Homo sapiens,MCU,Homo sapiens,NDUFA5,1.0
Homo sapiens,CCDC109B,Homo sapiens,NDUFA5,1.0
Homo sapiens,MDH2,Homo sapiens,NDUFA5,1.0
Homo sapiens,METTL15,Homo sapiens,NDUFA5,1.0
Homo sapiens,METTL17,Homo sapiens,NDUFA5,1.0
Homo sapiens,APOO,Homo sapiens,NDUFA5,1.0
Homo sapiens,MRPL11,Homo sapiens,NDUFA5,1.0
Homo sapiens,MRPS12,Homo sapiens,NDUFA5,1.0
Homo sapiens,MRPS26,Homo sapiens,NDUFA5,1.0
Homo sapiens,MRRF,Homo sapiens,NDUFA5,1.0
Homo sapiens,MTCH2,Homo sapiens,NDUFA5,0.86
Homo sapiens,MTERF3,Homo sapiens,NDUFA5,1.0
Homo sapiens,MTFMT,Homo sapiens,NDUFA5,0.94
Homo sapiens,MTG1,Homo sapiens,NDUFA5,0.95
Homo sapiens,MTG2,Homo sapiens,NDUFA5,1.0
Homo sapiens,MTIF2,Homo sapiens,NDUFA5,1.0
Homo sapiens,MTIF3,Homo sapiens,NDUFA5,1.0
Homo sapiens,MTRF1,Homo sapiens,NDUFA5,1.0
Homo sapiens,MTRF1L,Homo sapiens,NDUFA5,1.0
Homo sapiens,NGRN,Homo sapiens,NDUFA5,1.0
Homo sapiens,OTC,Homo sapiens,NDUFA5,1.0
Homo sapiens,PMPCA,Homo sapiens,NDUFA5,1.0
Homo sapiens,PMPCB,Homo sapiens,NDUFA5,1.0
Homo sapiens,RMND1,Homo sapiens,NDUFA5,0.98
Homo sapiens,RPUSD3,Homo sapiens,NDUFA5,1.0
Homo sapiens,RPUSD4,Homo sapiens,NDUFA5,1.0
Homo sapiens,SLC25A12,Homo sapiens,NDUFA5,0.95
Homo sapiens,SLC25A51,Homo sapiens,NDUFA5,1.0
Homo sapiens,SLIRP,Homo sapiens,NDUFA5,1.0
Homo sapiens,SSBP1,Homo sapiens,NDUFA5,1.0
Homo sapiens,SURF1,Homo sapiens,NDUFA5,1.0
Homo sapiens,TACO1,Homo sapiens,NDUFA5,1.0
Homo sapiens,TBRG4,Homo sapiens,NDUFA5,1.0
Homo sapiens,TEFM,Homo sapiens,NDUFA5,1.0
Homo sapiens,TFAM,Homo sapiens,NDUFA5,1.0
Homo sapiens,C19orf52,Homo sapiens,NDUFA5,0.99
Homo sapiens,TMEM70,Homo sapiens,NDUFA5,1.0
Homo sapiens,TRUB2,Homo sapiens,NDUFA5,1.0
Homo sapiens,TSFM,Homo sapiens,NDUFA5,1.0
Homo sapiens,TUFM,Homo sapiens,NDUFA5,1.0
Homo sapiens,VWA8,Homo sapiens,NDUFA5,1.0
Homo sapiens,EXD2,Homo sapiens,NDUFA5,1.0
Homo sapiens,DNAJA3,Homo sapiens,NDUFA5,90.0
Homo sapiens,DNAJB8,Homo sapiens,NDUFA5,50.0
Homo sapiens,DNAJA3,Homo sapiens,NDUFA5,665.0
Homo sapiens,DNAJC15,Homo sapiens,NDUFA5,1220.0
Homo sapiens,DNAJC19,Homo sapiens,NDUFA5,670.0
Homo sapiens,DNAJC28,Homo sapiens,NDUFA5,455.0
Homo sapiens,DNAJC30,Homo sapiens,NDUFA5,305.0
Homo sapiens,DNAJC4,Homo sapiens,NDUFA5,65.0
Homo sapiens,HSCB,Homo sapiens,NDUFA5,965.0
Homo sapiens,HSPA9,Homo sapiens,NDUFA5,315.0
Homo sapiens,NDUFA5,Homo sapiens,JMJD6,14.74499001
Homo sapiens,COX4I1,Homo sapiens,NDUFA5,85.0
Homo sapiens,WDR5,Homo sapiens,NDUFA5,20.0
Homo sapiens,NDUFS3,Homo sapiens,NDUFA5,0.956994135
Homo sapiens,NDUFV3,Homo sapiens,NDUFA5,0.992817466
Homo sapiens,NDUFAF4,Homo sapiens,NDUFA5,0.9217688
Homo sapiens,NDUFA13,Homo sapiens,NDUFA5,0.998420253
Homo sapiens,NDUFS6,Homo sapiens,NDUFA5,0.999550549
Homo sapiens,NDUFA9,Homo sapiens,NDUFA5,0.964552256
Homo sapiens,DNAJC30,Homo sapiens,NDUFA5,0.998304796
Homo sapiens,TIMMDC1,Homo sapiens,NDUFA5,0.987351454
Homo sapiens,NDUFS7,Homo sapiens,NDUFA5,0.997915844
Homo sapiens,NDUFB3,Homo sapiens,NDUFA5,0.999010611
Homo sapiens,NDUFB11,Homo sapiens,NDUFA5,0.999862708
Homo sapiens,NDUFA1,Homo sapiens,NDUFA5,0.99991086
Homo sapiens,NDUFB5,Homo sapiens,NDUFA5,0.984085439
Homo sapiens,DPP4,Homo sapiens,NDUFA5,0.99
Homo sapiens,TMPRSS4,Homo sapiens,NDUFA5,0.99
Homo sapiens,DPP4,Homo sapiens,NDUFA5,0.98
Homo sapiens,CCNF,Homo sapiens,NDUFA5,100.0
Homo sapiens,MECP2,Homo sapiens,NDUFA5,11.41134137
Homo sapiens,CLEC4A,Homo sapiens,ND6,0.975215801
Homo sapiens,NDUFA2,Homo sapiens,NDUFB7,0.877
Homo sapiens,NDUFB7,Homo sapiens,NDUFB10,0.753
Homo sapiens,NDUFB7,Homo sapiens,UQCRQ,0.798
Homo sapiens,MPV17,Homo sapiens,NDUFB7,0.91
Homo sapiens,NDUFB7,Homo sapiens,TOMM7,0.867
Homo sapiens,CD55,Homo sapiens,NDUFB7,0.862
Homo sapiens,ZMPSTE24,Homo sapiens,NDUFB7,0.858
Homo sapiens,HSPA1L,Homo sapiens,NDUFB7,0.855
Homo sapiens,LAMTOR3,Homo sapiens,NDUFB7,0.84
Homo sapiens,ICT1,Homo sapiens,NDUFB7,0.76
Homo sapiens,NDUFA8,Homo sapiens,NDUFB7,0.999679205
Homo sapiens,NDUFB7,Homo sapiens,ATP5F1,0.073256428
Homo sapiens,NDUFB7,Homo sapiens,ATP6V0D1,0.098448283
Homo sapiens,NDUFB7,Homo sapiens,COX4I1,0.097460692
Homo sapiens,NDUFB7,Homo sapiens,NDUFA10,0.142383168
Homo sapiens,ATP1B3,Homo sapiens,NDUFB7,0.073006425
Homo sapiens,VDAC3,Homo sapiens,NDUFB7,0.106476263
Homo sapiens,NDUFB7,Homo sapiens,NDUFB9,0.089801715
Homo sapiens,NDUFB7,Homo sapiens,PHB2,0.078061357
Homo sapiens,NDUFB7,Homo sapiens,UQCRC2,0.071181383
Homo sapiens,NDUFS3,Homo sapiens,NDUFB7,99.4
Homo sapiens,NDUFA4,Homo sapiens,NDUFB7,98.2
Homo sapiens,NDUFB11,Homo sapiens,NDUFB7,0.999999991
Homo sapiens,NDUFS6,Homo sapiens,NDUFB7,0.999999133
Homo sapiens,NDUFB5,Homo sapiens,NDUFB7,0.999963598
Homo sapiens,NDUFA8,Homo sapiens,NDUFB7,0.99971111
Homo sapiens,NDUFS7,Homo sapiens,NDUFB7,0.999677539
Homo sapiens,NDUFB10,Homo sapiens,NDUFB7,1.52085736
Homo sapiens,NDUFB6,Homo sapiens,NDUFB7,1.526860053
Homo sapiens,NDUFB7,Homo sapiens,NDUFB9,1.506743123
Homo sapiens,SLC25A12,Homo sapiens,NDUFB7,0.95
Homo sapiens,NDUFS6,Homo sapiens,NDUFB7,0.99999992
Homo sapiens,NDUFB7,Homo sapiens,NDUFA12,0.999947063
Homo sapiens,NDUFA7,Homo sapiens,NDUFB7,1.0
Homo sapiens,NDUFV2,Homo sapiens,NDUFB7,0.999999998
Homo sapiens,CRELD1,Homo sapiens,NDUFB7,0.999404075
Homo sapiens,NDUFB7,Homo sapiens,ND4,0.997054285
Homo sapiens,NDUFA8,Homo sapiens,NDUFB7,0.994670366
Homo sapiens,NDUFC2,Homo sapiens,NDUFB7,0.999962122
Homo sapiens,NDUFB5,Homo sapiens,NDUFB7,0.999998976
Homo sapiens,NDUFB7,Homo sapiens,ND5,0.995657106
Homo sapiens,NDUFB7,Homo sapiens,NDUFA10,0.99156736
Homo sapiens,NDUFB7,Homo sapiens,NDUFB1,0.997195936
Homo sapiens,NDUFB7,Homo sapiens,NDUFB9,0.950477088
Homo sapiens,NDUFB7,Homo sapiens,ND1,0.946989107
Homo sapiens,NDUFA9,Homo sapiens,NDUFB7,0.99999961
Homo sapiens,NDUFB7,Homo sapiens,NDUFV1,0.813472629
Homo sapiens,NDUFB7,Homo sapiens,NDUFA1,0.823782694
Homo sapiens,NDUFB7,Homo sapiens,NDUFB6,0.999905953
Homo sapiens,NDUFB7,Homo sapiens,NDUFB8,0.996945051
Homo sapiens,NDUFV3,Homo sapiens,NDUFB7,1.0
Homo sapiens,NDUFB3,Homo sapiens,NDUFB7,0.999999834
Homo sapiens,NDUFB7,Homo sapiens,DNAJC30,0.836820381
Homo sapiens,NDUFB11,Homo sapiens,NDUFB7,0.999999792
Homo sapiens,CHCHD4,Homo sapiens,NDUFB7,0.960235194
Homo sapiens,NDUFS7,Homo sapiens,NDUFB7,0.996594596
Homo sapiens,NDUFS5,Homo sapiens,NDUFB7,0.999245871
Homo sapiens,NDUFB7,Homo sapiens,METAP2,0.948589322
Homo sapiens,NDUFB7,Homo sapiens,NDUFS8,0.7661212
Homo sapiens,NDUFB7,Homo sapiens,NDUFS4,0.999814352
Homo sapiens,DNAJC30,Homo sapiens,NDUFB7,0.999999869
Homo sapiens,NDUFA1,Homo sapiens,NDUFB7,0.999999999
Homo sapiens,SLC25A1,Homo sapiens,NDUFB7,0.409242817
Homo sapiens,SLC25A13,Homo sapiens,NDUFB7,0.410806287
Homo sapiens,SLC25A25,Homo sapiens,NDUFB7,0.703366322
Homo sapiens,MFSD10,Homo sapiens,NDUFB7,0.967340431
Homo sapiens,SLC35A3,Homo sapiens,NDUFB7,0.676217238
Homo sapiens,SLC35B2,Homo sapiens,NDUFB7,0.773648884
Homo sapiens,SLC7A4,Homo sapiens,NDUFB7,0.967532764
Homo sapiens,NDUFB8,Homo sapiens,EIF2B3,1.0
Homo sapiens,NDUFB8,Homo sapiens,PIM2,1.0
Homo sapiens,NDUFB8,Homo sapiens,PFN2,2.0
Homo sapiens,NDUFB8,Homo sapiens,NDUFB11,0.808
Homo sapiens,NDUFA9,Homo sapiens,NDUFB8,0.752
Homo sapiens,NDUFB8,Homo sapiens,UQCRB,0.781
Homo sapiens,NDUFB8,Homo sapiens,SAMM50,0.801
Homo sapiens,SLC25A3,Homo sapiens,NDUFB8,0.789
Homo sapiens,MMGT1,Homo sapiens,NDUFB8,0.787
Homo sapiens,NDUFB8,Homo sapiens,SURF1,0.786
Homo sapiens,COPG2,Homo sapiens,NDUFB8,0.763
Homo sapiens,SLC25A6,Homo sapiens,NDUFB8,0.757
Homo sapiens,NDUFS3,Homo sapiens,NDUFB8,0.999996739
Homo sapiens,PRRT2,Homo sapiens,NDUFB8,0.999767355
Homo sapiens,ECSIT,Homo sapiens,NDUFB8,0.988059288
Homo sapiens,ENPP6,Homo sapiens,NDUFB8,0.998404805
Homo sapiens,WBP1,Homo sapiens,NDUFB8,0.994450752
Homo sapiens,NDUFA8,Homo sapiens,NDUFB8,0.999980289
Homo sapiens,VAPB,Homo sapiens,NDUFB8,0.99935224
Homo sapiens,ATAD3A,Homo sapiens,NDUFB8,0.070554054
Homo sapiens,ATP1A1,Homo sapiens,NDUFB8,0.073685982
Homo sapiens,ATP5L,Homo sapiens,NDUFB8,0.117402511
Homo sapiens,ATP6V0D1,Homo sapiens,NDUFB8,0.080140606
Homo sapiens,HADHA,Homo sapiens,NDUFB8,0.11826836
Homo sapiens,LMAN1,Homo sapiens,NDUFB8,0.079173972
Homo sapiens,MTCH2,Homo sapiens,NDUFB8,0.12586217
Homo sapiens,NDUFB9,Homo sapiens,NDUFB8,0.084435568
Homo sapiens,PHB2,Homo sapiens,NDUFB8,0.1611027
Homo sapiens,RAB1A,Homo sapiens,NDUFB8,0.070964586
Homo sapiens,RPN1,Homo sapiens,NDUFB8,0.101673713
Homo sapiens,SLC25A3,Homo sapiens,NDUFB8,0.10968413
Homo sapiens,TOMM40,Homo sapiens,NDUFB8,0.085287364
Homo sapiens,UQCRC2,Homo sapiens,NDUFB8,0.115354678
Homo sapiens,VDAC3,Homo sapiens,NDUFB8,0.070709473
Homo sapiens,NDUFB8,Homo sapiens,NDUFV1,0.127688811
Homo sapiens,NDUFB8,Homo sapiens,SLC25A6,0.09629058
Homo sapiens,NDUFB8,Homo sapiens,SSR1,0.117092038
Homo sapiens,NDUFB8,Homo sapiens,UQCRFS1,0.143706737
Homo sapiens,NDUFS3,Homo sapiens,NDUFB8,98.3
Homo sapiens,NDUFA4,Homo sapiens,NDUFB8,98.3
Homo sapiens,NDUFB11,Homo sapiens,NDUFB8,0.999997945
Homo sapiens,NDUFS3,Homo sapiens,NDUFB8,0.999992161
Homo sapiens,NDUFS6,Homo sapiens,NDUFB8,0.999929811
Homo sapiens,NDUFA8,Homo sapiens,NDUFB8,0.999899915
Homo sapiens,NDUFB5,Homo sapiens,NDUFB8,0.999512187
Homo sapiens,YIPF3,Homo sapiens,NDUFB8,0.999472352
Homo sapiens,NDUFS7,Homo sapiens,NDUFB8,0.998880404
Homo sapiens,PRRT2,Homo sapiens,NDUFB8,0.998355862
Homo sapiens,GALNT6,Homo sapiens,NDUFB8,0.996140033
Homo sapiens,FUT1,Homo sapiens,NDUFB8,0.996087467
Homo sapiens,TACR1,Homo sapiens,NDUFB8,0.996047562
Homo sapiens,VAPB,Homo sapiens,NDUFB8,0.995574545
Homo sapiens,ENPP6,Homo sapiens,NDUFB8,0.99327048
Homo sapiens,WBP1,Homo sapiens,NDUFB8,0.987479195
Homo sapiens,SPPL2B,Homo sapiens,NDUFB8,0.974179465
Homo sapiens,CD97,Homo sapiens,NDUFB8,0.973417055
Homo sapiens,ECSIT,Homo sapiens,NDUFB8,0.957495457
Homo sapiens,NDUFB8,Homo sapiens,ATP6V1B2,1.578353306
Homo sapiens,NDUFB8,Homo sapiens,EMC2,1.533649666
Homo sapiens,NDUFS3,Homo sapiens,NDUFB8,1.522985328
Homo sapiens,AGPS,Homo sapiens,NDUFB8,1.519925319
Homo sapiens,NDUFB8,Homo sapiens,HMOX2,1.516934272
Homo sapiens,NDUFB8,Homo sapiens,BCKDHA,1.514096473
Homo sapiens,NDUFB8,Homo sapiens,POR,1.510501563
Homo sapiens,NDUFB8,Homo sapiens,PHB2,1.505438998
Homo sapiens,NDUFB8,Homo sapiens,CORO1C,1.494475364
Homo sapiens,NDUFB8,Homo sapiens,ATP5B,1.487206471
Homo sapiens,NDUFB8,Homo sapiens,UQCRC1,1.4868125
Homo sapiens,NDUFS7,Homo sapiens,NDUFB8,1.485487374
Homo sapiens,NDUFB8,Homo sapiens,APOE,1.468824246
Homo sapiens,NDUFB8,Homo sapiens,LOX,1.467931078
Homo sapiens,NDUFS8,Homo sapiens,NDUFB8,1.46323761
Homo sapiens,NDUFB8,Homo sapiens,UQCRC2,1.462309278
Homo sapiens,NDUFB5,Homo sapiens,NDUFB8,1.473879376
Homo sapiens,NDUFB8,Homo sapiens,C20orf24,1.518334896
Homo sapiens,NDUFB8,Homo sapiens,COA3,1.456289238
Homo sapiens,NDUFB8,Homo sapiens,MINOS1,1.541468642
Homo sapiens,NDUFB8,Homo sapiens,MLH1,1.467128662
Homo sapiens,NDUFB8,Homo sapiens,MTCH2,1.459470541
Homo sapiens,NDUFB8,Homo sapiens,NDUFA9,1.549279855
Homo sapiens,NDUFB8,Homo sapiens,SCCPDH,1.575893472
Homo sapiens,NDUFB8,Homo sapiens,TOMM40,1.454079444
Homo sapiens,NDUFB8,Homo sapiens,TOMM5,1.472347636
Homo sapiens,UQCRQ,Homo sapiens,NDUFB8,1.478490486
Homo sapiens,CCDC90B,Homo sapiens,NDUFB8,0.95
Homo sapiens,APOO,Homo sapiens,NDUFB8,0.98
Homo sapiens,TMEM70,Homo sapiens,NDUFB8,0.99
Homo sapiens,DNAJC30,Homo sapiens,NDUFB8,140.0
Homo sapiens,COX4I1,Homo sapiens,NDUFB8,50.0
Homo sapiens,NDUFB8,Homo sapiens,NDUFV2,0.999977673
Homo sapiens,NDUFB8,Homo sapiens,NDUFS4,0.996495794
Homo sapiens,YIPF3,Homo sapiens,NDUFB8,0.998525553
Homo sapiens,NDUFB8,Homo sapiens,NDUFB5,0.999989506
Homo sapiens,NDUFB8,Homo sapiens,NDUFB9,0.99135043
Homo sapiens,CYP2J2,Homo sapiens,NDUFB8,0.975351146
Homo sapiens,NDUFB8,Homo sapiens,NDUFS6,0.999922497
Homo sapiens,NDUFB8,Homo sapiens,NDUFS3,0.999971218
Homo sapiens,NDUFB8,Homo sapiens,NDUFS7,0.997064751
Homo sapiens,GJA8,Homo sapiens,NDUFB8,0.996410761
Homo sapiens,CRELD1,Homo sapiens,NDUFB8,0.999030878
Homo sapiens,TACR1,Homo sapiens,NDUFB8,0.990725529
Homo sapiens,SPPL2B,Homo sapiens,NDUFB8,0.908730424
Homo sapiens,SLC22A4,Homo sapiens,NDUFB8,0.950020938
Homo sapiens,NDUFC2,Homo sapiens,NDUFB8,0.998648128
Homo sapiens,NDUFB8,Homo sapiens,GCG,0.999999397
Homo sapiens,ENPP6,Homo sapiens,NDUFB8,0.978789971
Homo sapiens,HLA-DQB1,Homo sapiens,NDUFB8,0.939813936
Homo sapiens,RPL35A,Homo sapiens,NDUFB8,0.872266499
Homo sapiens,NDUFB8,Homo sapiens,NDUFA8,0.999534953
Homo sapiens,NDUFB8,Homo sapiens,NDUFA9,0.997927335
Homo sapiens,VAPB,Homo sapiens,NDUFB8,0.986804945
Homo sapiens,SIDT2,Homo sapiens,NDUFB8,0.778097818
Homo sapiens,NDUFB8,Homo sapiens,ND5,0.970462558
Homo sapiens,GALNT6,Homo sapiens,NDUFB8,0.990429968
Homo sapiens,NDUFB8,Homo sapiens,NDUFA12,0.990972154
Homo sapiens,NDUFA7,Homo sapiens,NDUFB8,0.99999482
Homo sapiens,IL2RA,Homo sapiens,NDUFB8,0.812100364
Homo sapiens,EXTL3,Homo sapiens,NDUFB8,0.999287793
Homo sapiens,FUT1,Homo sapiens,NDUFB8,0.990870369
Homo sapiens,GPR34,Homo sapiens,NDUFB8,0.986846401
Homo sapiens,AQP3,Homo sapiens,NDUFB8,0.93829786
Homo sapiens,AVPR2,Homo sapiens,NDUFB8,0.75007046
Homo sapiens,NDUFB8,Homo sapiens,TOMM40,0.828941492
Homo sapiens,ECSIT,Homo sapiens,NDUFB8,0.858507552
Homo sapiens,NDUFB7,Homo sapiens,NDUFB8,0.996945051
Homo sapiens,NDUFV3,Homo sapiens,NDUFB8,0.999999975
Homo sapiens,NDUFB3,Homo sapiens,NDUFB8,0.999735549
Homo sapiens,NDUFAF2,Homo sapiens,NDUFB8,0.841574509
Homo sapiens,NDUFB11,Homo sapiens,NDUFB8,0.999988922
Homo sapiens,PRRT2,Homo sapiens,NDUFB8,0.996222548
Homo sapiens,NDUFA1,Homo sapiens,NDUFB8,0.991696452
Homo sapiens,NDUFS5,Homo sapiens,NDUFB8,0.991758476
Homo sapiens,CD97,Homo sapiens,NDUFB8,0.905878327
Homo sapiens,WBP1,Homo sapiens,NDUFB8,0.961352635
Homo sapiens,TMEM63C,Homo sapiens,NDUFB8,0.987872028
Homo sapiens,NDUFB8,Homo sapiens,CUX1,0.999825079
Homo sapiens,XXYLT1,Homo sapiens,NDUFB8,0.95508494
Homo sapiens,NDUFS6,Homo sapiens,NDUFB8,0.999999968
Homo sapiens,DNAJC30,Homo sapiens,NDUFB8,0.999999858
Homo sapiens,NDUFA9,Homo sapiens,NDUFB8,0.999997233
Homo sapiens,HLA-DRB1,Homo sapiens,NDUFB8,0.989159874
Homo sapiens,NDUFB8,Homo sapiens,SCO2,0.894650079
Homo sapiens,NDUFB5,Homo sapiens,NDUFB8,0.999999821
Homo sapiens,MFSD10,Homo sapiens,NDUFB8,0.986018494
Homo sapiens,SLC35B1,Homo sapiens,NDUFB8,0.97767462
Homo sapiens,SLC35B2,Homo sapiens,NDUFB8,0.742572016
Homo sapiens,NDUFB9,Homo sapiens,GDF9,1.0
Homo sapiens,NDUFB9,Homo sapiens,FEZ1,2.0
Homo sapiens,NDUFB9,Homo sapiens,IKBKAP,2.0
Homo sapiens,NDUFB9,Homo sapiens,SH3GL3,2.0
Homo sapiens,NDUFB9,Homo sapiens,HAP1,3.0
Homo sapiens,NDUFB9,Homo sapiens,IMMT,3.0
Homo sapiens,NDUFA2,Homo sapiens,NDUFB9,0.765
Homo sapiens,NDUFB5,Homo sapiens,NDUFB9,0.876
Homo sapiens,NDUFB9,Homo sapiens,NDUFS1,0.808
Homo sapiens,NDUFA12,Homo sapiens,NDUFB9,0.782
Homo sapiens,NDUFB9,Homo sapiens,NDUFB10,0.781
Homo sapiens,NDUFA5,Homo sapiens,NDUFB9,0.772
Homo sapiens,ATP5B,Homo sapiens,NDUFB9,0.799
Homo sapiens,ATP5O,Homo sapiens,NDUFB9,0.795
Homo sapiens,ATP5F1,Homo sapiens,NDUFB9,0.784
Homo sapiens,ATP5J2,Homo sapiens,NDUFB9,0.77
Homo sapiens,ATP5C1,Homo sapiens,NDUFB9,0.769
Homo sapiens,MPV17,Homo sapiens,NDUFB9,0.935
Homo sapiens,ABCC1,Homo sapiens,NDUFB9,0.857
Homo sapiens,ABCC2,Homo sapiens,NDUFB9,0.851
Homo sapiens,LAMTOR3,Homo sapiens,NDUFB9,0.83
Homo sapiens,MSLN,Homo sapiens,NDUFB9,0.823
Homo sapiens,NDUFB9,Homo sapiens,SYNE2,0.791
Homo sapiens,HSPA1L,Homo sapiens,NDUFB9,0.779
Homo sapiens,NDUFB9,Homo sapiens,STX4,0.775
Homo sapiens,ILF3,Homo sapiens,NDUFB9,0.765
Homo sapiens,SDHB,Homo sapiens,NDUFB9,0.762
Homo sapiens,NDUFB9,Homo sapiens,MRPS28,0.759
Homo sapiens,NDUFS3,Homo sapiens,NDUFB9,0.999971648
Homo sapiens,PRPS1,Homo sapiens,NDUFB9,0.997985787
Homo sapiens,PRRT2,Homo sapiens,NDUFB9,0.997910743
Homo sapiens,SPG7,Homo sapiens,NDUFB9,0.992644349
Homo sapiens,ENPP6,Homo sapiens,NDUFB9,0.99267482
Homo sapiens,NDUFA8,Homo sapiens,NDUFB9,0.999894875
Homo sapiens,NDUFB9,Homo sapiens,ATP5F1,0.11218049
Homo sapiens,NDUFB9,Homo sapiens,CLTC,0.092390566
Homo sapiens,NDUFB9,Homo sapiens,LYRM5,0.11378421
Homo sapiens,NDUFB9,Homo sapiens,NDUFA12,0.099749272
Homo sapiens,NDUFB9,Homo sapiens,NDUFA2,0.077711543
Homo sapiens,NDUFB9,Homo sapiens,NDUFA6,0.406513208
Homo sapiens,NDUFB9,Homo sapiens,NDUFA9,0.085928297
Homo sapiens,NDUFB9,Homo sapiens,NDUFB8,0.084435568
Homo sapiens,MTCH2,Homo sapiens,NDUFB9,0.106535729
Homo sapiens,NDUFB7,Homo sapiens,NDUFB9,0.089801715
Homo sapiens,POR,Homo sapiens,NDUFB9,0.078352715
Homo sapiens,RAB1A,Homo sapiens,NDUFB9,0.072034401
Homo sapiens,SDHB,Homo sapiens,NDUFB9,0.116931789
Homo sapiens,NDUFB9,Homo sapiens,RPN1,0.110474258
Homo sapiens,NDUFB9,Homo sapiens,VDAC2,0.107604735
Homo sapiens,NDUFS3,Homo sapiens,NDUFB9,99.3
Homo sapiens,C15orf48,Homo sapiens,NDUFB9,96.2
Homo sapiens,NDUFA4,Homo sapiens,NDUFB9,94.6
Homo sapiens,NDUFB11,Homo sapiens,NDUFB9,0.999995335
Homo sapiens,NDUFS3,Homo sapiens,NDUFB9,0.99992386
Homo sapiens,NDUFA8,Homo sapiens,NDUFB9,0.99967634
Homo sapiens,NDUFB5,Homo sapiens,NDUFB9,0.999618365
Homo sapiens,NDUFS6,Homo sapiens,NDUFB9,0.999590904
Homo sapiens,RHPN1,Homo sapiens,NDUFB9,0.998832072
Homo sapiens,SPG7,Homo sapiens,NDUFB9,0.996819252
Homo sapiens,KLHL22,Homo sapiens,NDUFB9,0.993876887
Homo sapiens,NDUFS7,Homo sapiens,NDUFB9,0.99278847
Homo sapiens,PRPS1,Homo sapiens,NDUFB9,0.992272774
Homo sapiens,PRRT2,Homo sapiens,NDUFB9,0.991507465
Homo sapiens,ENPP6,Homo sapiens,NDUFB9,0.971528934
Homo sapiens,CSGALNACT2,Homo sapiens,NDUFB9,0.966036244
Homo sapiens,FUT1,Homo sapiens,NDUFB9,0.810621112
Homo sapiens,COX7C,Homo sapiens,NDUFB9,1.5989961
Homo sapiens,NDUFB10,Homo sapiens,NDUFB9,1.579846752
Homo sapiens,COX6C,Homo sapiens,NDUFB9,1.552109684
Homo sapiens,ATP5H,Homo sapiens,NDUFB9,1.545122561
Homo sapiens,BCAP31,Homo sapiens,NDUFB9,1.542972485
Homo sapiens,PHB,Homo sapiens,NDUFB9,1.535006242
Homo sapiens,STOM,Homo sapiens,NDUFB9,1.516766881
Homo sapiens,NDUFB1,Homo sapiens,NDUFB9,1.490227806
Homo sapiens,COX7B,Homo sapiens,NDUFB9,1.488083809
Homo sapiens,VAPB,Homo sapiens,NDUFB9,1.48777639
Homo sapiens,PHB2,Homo sapiens,NDUFB9,1.482483661
Homo sapiens,NIPSNAP1,Homo sapiens,NDUFB9,1.480416097
Homo sapiens,CYB5A,Homo sapiens,NDUFB9,1.476722744
Homo sapiens,COX5A,Homo sapiens,NDUFB9,1.47302528
Homo sapiens,ACTB,Homo sapiens,NDUFB9,1.561225288
Homo sapiens,ATP5B,Homo sapiens,NDUFB9,1.692709647
Homo sapiens,CORO1B,Homo sapiens,NDUFB9,1.516199587
Homo sapiens,CORO1C,Homo sapiens,NDUFB9,1.541405512
Homo sapiens,COX7A2,Homo sapiens,NDUFB9,1.515285052
Homo sapiens,CPT1A,Homo sapiens,NDUFB9,1.460064338
Homo sapiens,HADHB,Homo sapiens,NDUFB9,1.51291069
Homo sapiens,MCCC2,Homo sapiens,NDUFB9,1.632946929
Homo sapiens,MTCH2,Homo sapiens,NDUFB9,1.511764416
Homo sapiens,MYL12A,Homo sapiens,NDUFB9,1.491951008
Homo sapiens,NDUFA5,Homo sapiens,NDUFB9,1.498451009
Homo sapiens,NDUFA6,Homo sapiens,NDUFB9,1.464512733
Homo sapiens,NDUFA7,Homo sapiens,NDUFB9,1.4948911
Homo sapiens,NDUFA8,Homo sapiens,NDUFB9,1.52835192
Homo sapiens,NDUFB11,Homo sapiens,NDUFB9,1.510059801
Homo sapiens,NDUFB7,Homo sapiens,NDUFB9,1.506743123
Homo sapiens,NDUFS1,Homo sapiens,NDUFB9,1.646104423
Homo sapiens,NDUFS5,Homo sapiens,NDUFB9,1.611396015
Homo sapiens,NDUFS6,Homo sapiens,NDUFB9,1.570682215
